annotator,doc_id,slot,model,mode,rubric_used,rubric_switched,question_language,faith_grounding,faith_precision,faith_numerical_fidelity,qual_search_bar_realism,qual_specificity,qual_phrasing_economy,qual_focus,qual_search_realism,qual_lexical_distance,qual_conceptual_framing,qual_retrievability,linguistic,accept,faith_mean,quality_mean,composite,reason
gpt,EP-4630021-A1,Q2,qwen3.6-35b-a3b,technical,technical,0,de,5,5,5,4,3,4,5,,,,,4,yes,5.0,4.0,4.3333,"The preserved components are extracted exactly from the passage, and the focused query is useful despite being somewhat generic and slightly imprecise about what undergoes processing."
gpt,EP-4630021-A1,Q3,sonnet-4.6,technical,technical,0,de,5,5,5,3,5,2,5,,,,,4,yes,5.0,3.75,4.25,"The answer is an exact supported product description and the query is highly specific, although its long wording closely mirrors the source."
gpt,EP-4630021-A1,Q4,gemini-3.5-flash,technical,technical,0,de,5,5,5,5,4,4,5,,,,,5,yes,5.0,4.5,4.8333,"This is a fluent, focused, and suitably paraphrased query whose answer accurately identifies the placental-derived starting materials."
gpt,EP-4630021-A1,Q5,gpt-5-mini,technical,technical,0,de,5,5,5,4,4,3,5,,,,,5,yes,5.0,4.0,4.6667,"The question and answer are fully faithful and focused, though the wording remains fairly close to the source formulation."
gpt,EP-4630021-A1,Q6,grok-4.3,technical,technical,0,de,4,4,5,4,4,3,5,,,,,5,yes,4.3333,4.0,4.4444,"The listed properties are supported for the therapeutic liquid injectable overall, although applying all of them specifically to the amnion and amniotic-fluid product requires a minor cross-sentence inference."
gpt,EP-4633645-A1,Q1,gpt-5.4-mini,technical,technical,0,fr,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"La réponse reprend exactement la caractéristique indiquée dans le passage, et la question est claire, ciblée et suffisamment spécifique."
gpt,EP-4633645-A1,Q2,sonnet-4.6,technical,technical,0,fr,5,5,5,4,5,4,5,,,,,5,yes,5.0,4.5,4.8333,"Le marqueur demandé est directement attesté, tandis que la mention des composés de formule (I) rend la requête particulièrement distinctive."
gpt,EP-4633645-A1,Q3,grok-4.3,technical,technical,0,fr,5,5,5,4,4,2,5,,,,,5,yes,5.0,3.75,4.5833,"La réponse « niveau élevé » est exacte et répond précisément à la question, même si la formulation reste très proche du texte source."
gpt,EP-4633645-A1,Q4,gpt-5-mini,technical,technical,0,fr,5,3,5,3,4,3,4,,,,,3,no,4.3333,3.5,3.6111,"Le passage soutient la réponse, mais la question confond le site de phosphorylation, qui est Ser65, avec le niveau de phosphorylation, qui est élevé."
gpt,EP-4633645-A1,Q5,gemini-3.5-flash,technical,technical,0,fr,5,5,5,4,4,5,5,,,,,4,yes,5.0,4.5,4.5,"La réponse est intégralement fondée et la paraphrase est efficace, bien que le terme « état » soit légèrement moins précis que « niveau de phosphorylation »."
gpt,EP-4633645-A1,Q6,qwen3.6-35b-a3b,technical,technical,0,fr,5,4,5,3,2,5,5,,,,,4,no,4.6667,3.75,4.1389,"La réponse est bien extraite, mais la question omet l'ubiquitine Ser65 et la formule (I), ce qui la rend trop générique pour retrouver spécifiquement ce document."
gpt,EP-4633791-A1,Q1,qwen3.6-35b-a3b,semantic,semantic,0,zh,4,4,5,,,,,4,4,4,3,5,no,4.3333,3.75,4.3611,答案忠实复述了含微胶囊的香氛组合物及护理产品，但并未真正说明如何通过微囊化整合香氛成分。
gpt,EP-4633791-A1,Q2,gemini-3.5-flash,semantic,semantic,0,zh,5,5,5,,,,,4,3,3,3,4,yes,5.0,3.25,4.0833,问题虽使用略显生硬的“微包裹体”和泛指词“这种”，但答案准确概括了原文明确列出的家居护理与个人护理产品类别。
gpt,EP-4633791-A1,Q3,grok-4.3,semantic,semantic,0,zh,5,4,5,,,,,3,3,3,4,4,no,4.6667,3.25,3.9722,答案有原文依据，但问题已直接给出“家用或个人护理”这一核心答案线索，且“发挥作用”的表述没有得到说明。
gpt,EP-4633791-A1,Q4,gpt-5-mini,semantic,semantic,0,zh,4,3,5,,,,,3,2,2,3,5,no,4.0,2.5,3.8333,原文只宣称存在一种新工艺而没有披露工艺内容，因此答案无法回应“有哪些工艺”这一要求且几乎只是重复问题。
gpt,EP-4633791-A1,Q5,sonnet-4.6,semantic,semantic,0,zh,2,3,5,,,,,5,5,5,5,5,no,3.3333,5.0,4.4444,查询具有很强的概念性和检索价值，但原文并未说明不使用合成聚合物、采用天然生物大分子或将香料封装其中，所引法文答案也仅证明存在蛋白质基微胶囊制备工艺。
gpt,EP-4633791-A1,Q6,gpt-5.4-mini,semantic,semantic,0,zh,5,5,5,,,,,4,4,3,2,5,no,5.0,3.25,4.4167,答案准确对应原文的家居护理和个人护理场景，但“这类”缺乏独立指代且问题未提及蛋白质微胶囊，难以有效定位该文献。
gpt,EP-4634436-A1,Q1,grok-4.3,semantic,semantic,0,fr,4,4,5,,,,,4,4,5,5,4,yes,4.3333,4.5,4.2778,"La question reformule de façon distinctive le rôle diagnostique de l’injection aux deux électrodes, même si la réponse indique seulement qu’un premier test repose sur cette injection sans en expliquer précisément le mécanisme."
gpt,EP-4634436-A1,Q2,gemini-3.5-flash,semantic,semantic,0,fr,4,5,5,,,,,4,5,4,3,5,yes,4.6667,4.0,4.5556,"Le deuxième test après remplacement est bien décrit et fortement paraphrasé, quoique « garantir » soit légèrement plus fort que la simple évaluation mentionnée dans le passage."
gpt,EP-4634436-A1,Q3,gpt-5-mini,semantic,semantic,0,fr,5,4,5,,,,,4,4,3,4,5,yes,4.6667,3.75,4.4722,"La réponse restitue fidèlement l’arrêt puis la répétition du cycle de test et de remplacement, avec seulement un peu de contexte conditionnel superflu."
gpt,EP-4634436-A1,Q4,qwen3.6-35b-a3b,semantic,semantic,0,fr,2,3,5,,,,,4,5,5,5,5,no,3.3333,4.75,4.3611,"Le passage associe l’injection au dépistage de cellules à membrane endommagée, mais ne soutient ni la localisation de fissures ni l’affirmation d’une procédure sans démontage."
gpt,EP-4634436-A1,Q5,gpt-5.4-mini,semantic,semantic,0,fr,5,5,5,,,,,5,3,4,5,5,yes,5.0,4.25,4.75,"Cette formulation claire et ciblée correspond directement au premier test fondé sur l’injection de gaz inertes à l’anode et à la cathode, malgré une proximité lexicale notable avec la source."
gpt,EP-4634436-A1,Q6,sonnet-4.6,semantic,semantic,0,fr,4,4,5,,,,,5,4,5,5,5,yes,4.3333,4.75,4.6944,"La notion d’intégrité des séparateurs constitue une reformulation plausible des membranes endommagées et forme une requête conceptuelle distinctive, bien que la réponse ne détaille pas comment l’injection produit le diagnostic."
gpt,MX-2025002756-A,Q1,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,4,2,4,5,,,,,5,no,5.0,3.75,4.5833,"The answer exactly matches the stated lead threshold, but the standalone query is underspecified because “the alloy” does not identify lead-free brass."
gpt,MX-2025002756-A,Q2,gpt-5-mini,technical,technical,0,en,5,5,5,4,2,3,5,,,,,5,no,5.0,3.5,4.5,"The copper range is reproduced exactly, but the generic reference to “the alloy” gives the query little power to retrieve this particular document."
gpt,MX-2025002756-A,Q3,gpt-5.4-mini,technical,technical,0,en,5,5,5,4,4,3,5,,,,,4,yes,5.0,4.0,4.3333,"The manganese range is exact and the material is identified, although the construction “content range is in” is slightly awkward."
gpt,MX-2025002756-A,Q4,grok-4.3,technical,technical,0,en,5,5,5,5,4,3,5,,,,,5,yes,5.0,4.25,4.75,"This is a clear, focused composition query whose answer exactly reproduces the disclosed manganese range."
gpt,MX-2025002756-A,Q5,gemini-3.5-flash,technical,technical,0,en,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,The question accurately targets one value and uses the manganese-and-silicon composition context to distinguish the relevant lead-free brass alloy.
gpt,MX-2025002756-A,Q6,sonnet-4.6,technical,technical,0,en,5,5,5,5,4,4,5,,,,,5,yes,5.0,4.5,4.8333,"The query clearly identifies the material and asks for one threshold, with the answer exactly preserving the disclosed Pb limit and unit."
gpt,MX-2025004470-A,Q1,grok-4.3,semantic,semantic,0,en,5,4,5,,,,,4,3,5,4,5,yes,4.6667,4.0,4.5556,"The answer directly describes simultaneous in-reactor electrical heating and catalyst contact, though the product-stream clause adds minor padding beyond the integration question."
gpt,MX-2025004470-A,Q2,qwen3.6-35b-a3b,semantic,semantic,0,en,3,5,5,,,,,4,4,5,4,5,no,4.3333,4.25,4.5278,"The extracted heating step is supported, but neither it nor the passage establishes precise thermal regulation or explains how such regulation is maintained."
gpt,MX-2025004470-A,Q3,gpt-5.4-mini,semantic,semantic,0,en,5,5,5,,,,,5,2,3,4,5,yes,5.0,3.5,4.5,"The answer exactly identifies combustion-based preheating and preserves the 500-650Â°C range, although the query closely follows the source vocabulary and targets a straightforward process fact."
gpt,MX-2025004470-A,Q4,gpt-5-mini,semantic,semantic,0,en,5,5,5,,,,,4,2,4,4,5,yes,5.0,3.5,4.5,"The answer faithfully explains that an electrical heating element is placed and used alongside the active catalyst in the first reactor, but the wording has substantial source overlap."
gpt,MX-2025004470-A,Q5,sonnet-4.6,semantic,semantic,0,en,5,5,5,,,,,4,3,5,5,5,yes,5.0,4.25,4.75,"The question offers a distinctive system-level framing, and the answer accurately locates electrical heating in the catalytic reactor downstream of the passage's combustion preheater."
gpt,MX-2025004470-A,Q6,gemini-3.5-flash,semantic,semantic,0,en,3,5,5,,,,,4,5,5,4,5,no,4.3333,4.5,4.6111,"Although the answer is an exact heating step, the passage does not state that the design counteracts a temperature drop or characterize the conversion as endothermic."
gpt,MX-2025005046-A,Q1,sonnet-4.6,semantic,semantic,0,de,5,5,5,,,,,4,3,5,5,5,yes,5.0,4.25,4.75,"Die Antwort gibt die im Text beschriebene Verstärkung lokaler Magnetfelder sowie die erhöhte Zahl und Lebensdauer radikalisierter Sauerstoffmoleküle präzise wieder, und die Frage ist klar und konzeptionell relevant."
gpt,MX-2025005046-A,Q2,gpt-5-mini,semantic,semantic,0,de,5,5,5,,,,,4,4,5,4,4,yes,5.0,4.25,4.4167,"Der gesuchte physikalische Mechanismus und seine Wirkung sind vollständig belegt, auch wenn die Formulierung „mechanische oder physikalische“ etwas redundant wirkt."
gpt,MX-2025005046-A,Q3,gpt-5.4-mini,semantic,semantic,0,de,5,5,5,,,,,4,3,5,5,5,yes,5.0,4.25,4.75,"Frage und Antwort verbinden die beiden unmittelbar aufeinanderfolgenden, textlich belegten Funktionen der UV-Reflexionsabdeckung und der Magnetringpaare sinnvoll."
gpt,MX-2025005046-A,Q4,gemini-3.5-flash,semantic,semantic,0,de,4,4,5,,,,,3,5,4,3,4,no,4.3333,3.75,4.0278,"Die Antwort ist zwar textnah, doch die Frage setzt chemische Lebensdauer mit Verweilzeit und Molekülzahl mit Konzentration gleich und führt zudem den nicht ausdrücklich belegten Desinfektionsbegriff ein."
gpt,MX-2025005046-A,Q5,qwen3.6-35b-a3b,semantic,semantic,0,de,5,5,5,,,,,5,4,5,5,5,yes,5.0,4.75,4.9167,"Die Frage formuliert das Zusammenwirken von Luft, UV-Reflexion und Magnetfeldern konzeptionell und gut auffindbar, während die Antwort beide belegten Mechanismen vollständig erfasst."
gpt,MX-2025005046-A,Q6,grok-4.3,semantic,semantic,0,de,4,5,5,,,,,4,3,4,4,5,yes,4.6667,3.75,4.4722,"Die Reflexionsabdeckung und ihre Verstärkung der UV-Sauerstoff-Wechselwirkung sind direkt belegt, wenngleich die Bildung reaktiver Sauerstoffspezies im Text nur indirekt aus dieser Wechselwirkung folgt."
gpt,MX-2025006624-A,Q1,qwen3.6-35b-a3b,semantic,semantic,0,fr,5,5,5,,,,,4,4,5,4,5,no,5.0,4.25,4.75,"La voie chimique citée est directement étayée, mais la réponse omet le composé B et sa viscosité, indispensables pour répondre à l'aspect de contrôle rhéologique."
gpt,MX-2025006624-A,Q2,gemini-3.5-flash,semantic,semantic,0,fr,5,5,5,,,,,4,3,2,4,5,yes,5.0,3.25,4.4167,"La question est claire et la réponse identifie fidèlement les deux catégories de réactifs, même si elle vise surtout un fait de synthèse et reste lexicalement proche du passage."
gpt,MX-2025006624-A,Q3,gpt-5-mini,semantic,semantic,0,fr,5,4,5,,,,,4,2,4,5,5,yes,4.6667,3.75,4.4722,"La réponse décrit fidèlement l'incorporation du composé A avec des valeurs exactes, bien que le détail sur la masse moléculaire soit légèrement plus développé que nécessaire et que la paraphrase soit limitée."
gpt,MX-2025006624-A,Q4,gpt-5.4-mini,semantic,semantic,0,fr,5,5,5,,,,,4,3,4,4,4,no,5.0,3.75,4.25,"Le constituant et sa teneur sont correctement repris, mais la réponse n'indique pas explicitement que le composé A provient du glycol biobasé mentionné dans la question."
gpt,MX-2025006624-A,Q5,sonnet-4.6,semantic,semantic,0,fr,5,5,5,,,,,4,4,5,3,5,no,5.0,4.0,4.6667,"La préparation du composé biobasé est bien étayée, mais le passage ne démontre pas que cette intégration se fait sans perte de réactivité."
gpt,MX-2025006624-A,Q6,grok-4.3,semantic,semantic,0,fr,5,5,5,,,,,3,4,4,3,3,no,5.0,3.5,3.8333,"Les plages de composition sont exactes, mais la réponse ne justifie ni l'origine biologique ni le maintien de propriétés industrielles, et la tournure « polymérisables par actinique » est maladroite."
gpt,MX-2025007206-A,Q1,grok-4.3,technical,technical,0,de,5,5,5,5,4,4,5,,,,,5,yes,5.0,4.5,4.8333,"Die Frage ist natürlich formuliert, fokussiert auf den rAAV-Lagerungsschwellenwert und wird durch „oberhalb von -80 °C“ exakt beantwortet."
gpt,MX-2025007206-A,Q2,qwen3.6-35b-a3b,technical,technical,0,de,5,4,5,5,4,4,5,,,,,5,yes,4.6667,4.5,4.7222,"Die Antwort entspricht dem Passageinhalt und dem exakten Wert, wobei „ab“ geringfügig inklusiver klingt als das im Text verwendete „oberhalb“."
gpt,MX-2025007206-A,Q3,gpt-5.4-mini,technical,technical,0,de,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,Die flüssige und fokussierte Frage nennt rAAV-Formulierungen und erhält mit dem exakt belegten Temperaturbereich eine passende Antwort.
gpt,MX-2025007206-A,Q4,sonnet-4.6,technical,technical,0,de,5,3,5,3,4,3,5,,,,,4,no,4.3333,3.75,4.0278,"Der Zahlenwert ist belegt, doch „Mindesttemperatur“ deutet fälschlich einen eingeschlossenen Minimalwert an und „im Regal gelagert“ wirkt wie eine unbeholfene wörtliche Übersetzung."
gpt,MX-2025007206-A,Q5,gemini-3.5-flash,technical,technical,0,de,5,5,5,4,4,4,5,,,,,4,yes,5.0,4.25,4.4167,"Die Frage kodiert die Oberhalb-Beziehung korrekt und die Antwort gibt den exakten Schwellenwert wieder, auch wenn „Über welcher Lagertemperatur“ etwas unidiomatisch klingt."
gpt,MX-2025007206-A,Q6,gpt-5-mini,technical,technical,0,de,5,5,5,3,2,4,5,,,,,5,no,5.0,3.5,4.5,"Die Antwort ist ein exakter Passagenspan, aber die Frage nennt weder rAAV noch Formulierungen und ist daher für eine technische Suche zu unspezifisch."
gpt,MX-2025007510-A,Q1,qwen3.6-35b-a3b,semantic,semantic,0,es,4,5,5,,,,,4,5,5,4,5,yes,4.6667,4.5,4.7222,"La respuesta identifica fielmente la formulación liposomal y la pregunta ofrece una buena reformulación conceptual, aunque la función protectora no se afirma expresamente en el pasaje."
gpt,MX-2025007510-A,Q2,sonnet-4.6,semantic,semantic,0,es,5,3,5,,,,,4,4,5,5,5,no,4.3333,4.5,4.6111,"Aunque el fragmento de respuesta está literalmente respaldado, no identifica de forma autónoma la estrategia de encapsulación solicitada y depende de la referencia vaga a «la composición descrita»."
gpt,MX-2025007510-A,Q3,gemini-3.5-flash,semantic,semantic,0,es,4,4,5,,,,,4,4,2,4,5,no,4.3333,3.5,4.2778,"La hipertensión pulmonar está correctamente identificada, pero «tomas diarias» introduce una periodicidad no especificada y la pregunta se limita principalmente a recuperar una indicación clínica factual."
gpt,MX-2025007510-A,Q4,gpt-5-mini,semantic,semantic,0,es,5,5,5,,,,,5,3,4,5,5,yes,5.0,4.25,4.75,"La pregunta recupera con claridad tanto la indicación como el beneficio posológico, y la respuesta es un fragmento exacto, pertinente y plenamente respaldado."
gpt,MX-2025007510-A,Q5,gpt-5.4-mini,semantic,semantic,0,es,4,3,5,,,,,5,2,3,5,5,no,4.0,3.75,4.25,"La formulación liposomal y la vida media están respaldadas, pero la respuesta es innecesariamente extensa, conserva el artefacto «5» y mezcla español e inglés en lugar de dar el tipo de formulación de manera limpia."
gpt,MX-2025007510-A,Q6,grok-4.3,semantic,semantic,0,es,5,2,5,,,,,4,3,4,4,3,no,4.0,3.75,3.5833,"El fragmento está presente en la fuente, pero repite el objetivo de reducir la frecuencia sin explicar la manera de lograrlo y la consulta está formulada como un sintagma incompleto."
gpt,MX-2025009131-A,Q1,qwen3.6-35b-a3b,technical,technical,0,zh,5,5,5,4,3,4,5,,,,,4,yes,5.0,4.0,4.3333,答案准确对应原文中的超临界流体，问题简洁且只问一个事实，但未提及柔性泡沫或高压釜，检索特异性一般。
gpt,MX-2025009131-A,Q2,gpt-5-mini,technical,technical,0,zh,5,5,5,3,2,3,5,,,,,3,no,5.0,3.25,3.75,答案是原文的直接连续表述，但“聚合物由哪类聚合物组成”措辞重复、缺少工艺语境且难以锁定该文献。
gpt,MX-2025009131-A,Q3,gemini-3.5-flash,technical,technical,0,zh,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,问题明确结合柔性泡沫、高压釜腔和模腔，答案由原文直接支持，表述自然且聚焦单一事实。
gpt,MX-2025009131-A,Q4,sonnet-4.6,technical,technical,0,zh,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,该问题自然、具体并包含足够的工艺检索线索，且答案“supercritical fluid”与原文完全一致。
gpt,MX-2025009131-A,Q5,gpt-5.4-mini,technical,technical,0,zh,5,5,5,3,2,4,5,,,,,3,no,5.0,3.5,3.8333,答案忠实且问题只涉及一个事实，但“把腔体加压到高压”略显生硬和重复，且缺少泡沫、高压釜或聚合物等区分性信息。
gpt,MX-2025009131-A,Q6,grok-4.3,technical,technical,0,zh,5,5,5,3,2,4,5,,,,,5,no,5.0,3.5,4.5,答案准确说明维持升高压力是为了使超临界流体渗入聚合物，但问题脱离泡沫制造语境后过于宽泛，检索区分度不足。
gpt,MX-2025009666-A,Q1,grok-4.3,technical,technical,0,en,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"The answer is directly supported, concise, and the fluent question targets one clearly identifiable component of the metallocene-solution preparation."
gpt,MX-2025009666-A,Q2,gpt-5-mini,technical,technical,0,en,5,5,5,4,4,3,5,,,,,5,yes,5.0,4.0,4.6667,"The location is extracted exactly and the question is focused and specific, although its wording closely mirrors the source."
gpt,MX-2025009666-A,Q3,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"The answer exactly matches the passage, while the concise, fluent question asks for a single well-defined equipment detail."
gpt,MX-2025009666-A,Q4,gemini-3.5-flash,technical,technical,0,en,5,5,5,4,4,3,5,,,,,5,yes,5.0,4.0,4.6667,"This is a faithful and focused equipment-location query, though it uses much of the passage's original terminology."
gpt,MX-2025009666-A,Q5,gpt-5.4-mini,technical,technical,0,en,5,5,5,4,3,4,5,,,,,5,yes,5.0,4.0,4.6667,"The answer is fully grounded and the question is economical and fluent, although identifying only the dump tank makes it slightly less document-specific."
gpt,MX-2025009666-A,Q6,sonnet-4.6,technical,technical,0,en,5,5,5,3,5,3,5,,,,,4,yes,5.0,4.0,4.3333,"The added reactor-product context makes the query highly specific and the answer is exact, but the wording is somewhat cumbersome and source-like."
gpt,MX-2025010190-A,Q1,sonnet-4.6,technical,technical,0,en,5,5,5,4,4,3,5,,,,,5,yes,5.0,4.0,4.6667,"The answer is directly supported and the question is fluent and focused, though its wording closely tracks the title and abstract."
gpt,MX-2025010190-A,Q2,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,4,4,4,5,,,,,5,yes,5.0,4.25,4.75,"This is a clear, focused paraphrase whose concise answer is explicitly stated in the passage."
gpt,MX-2025010190-A,Q3,gpt-5.4-mini,technical,technical,0,en,5,5,5,2,2,3,5,,,,,5,no,5.0,3.0,4.3333,"Although the answer is fully supported, the query is too generic to distinguish this patent from numerous unrelated documents about polynucleotides."
gpt,MX-2025010190-A,Q4,gemini-3.5-flash,technical,technical,0,en,5,5,5,4,5,4,5,,,,,5,yes,5.0,4.5,4.8333,"The question accurately links the encoding polynucleotides to the nutritionally complete recombinant polypeptides and is specific, concise, and focused."
gpt,MX-2025010190-A,Q5,grok-4.3,technical,technical,0,en,5,5,5,3,5,2,5,,,,,4,yes,5.0,3.75,4.25,"The answer is directly extracted and highly specific, but the question is somewhat cumbersome and reproduces much of the source phrasing."
gpt,MX-2025010190-A,Q6,gpt-5-mini,technical,technical,0,en,5,5,5,4,3,3,5,,,,,5,yes,5.0,3.75,4.5833,"The question is accurate, concise, and single-focused, although it provides less document-specific context and closely echoes the passage."
gpt,WO-2022005333-A1,Q1,sonnet-4.6,semantic,semantic,0,en,5,4,5,,,,,4,4,5,5,5,yes,4.6667,4.5,4.7222,"The answer is directly grounded and numerically exact, while the query offers a natural, specific conceptual framing despite including yield information beyond the main request."
gpt,WO-2022005333-A1,Q2,gemini-3.5-flash,semantic,semantic,0,en,5,5,5,,,,,4,4,5,3,5,yes,5.0,4.0,4.6667,"This fluent and well-paraphrased resource-valorization query has an exact supporting span, though its lack of named feedstocks makes it only moderately distinctive."
gpt,WO-2022005333-A1,Q3,gpt-5-mini,semantic,semantic,0,en,5,5,5,,,,,3,2,4,5,5,no,5.0,3.5,4.5,"Although fully supported and specific, the query closely mirrors the source vocabulary, depends on the vague phrase “this process,” and receives a largely circular answer."
gpt,WO-2022005333-A1,Q4,qwen3.6-35b-a3b,semantic,semantic,0,en,5,5,5,,,,,4,5,2,2,5,no,5.0,3.25,4.4167,"The extracted list is exact and the wording is strongly paraphrased, but the question seeks a simple factual enumeration and is too generic to distinguish this document reliably."
gpt,WO-2022005333-A1,Q5,grok-4.3,semantic,semantic,0,en,5,5,5,,,,,5,3,5,4,5,yes,5.0,4.25,4.75,"The concise query naturally frames upgrading catalytic-cracking gas as a resource-use concept, and its answer is a precise source span despite moderate vocabulary overlap."
gpt,WO-2022005333-A1,Q6,gpt-5.4-mini,semantic,semantic,0,en,5,4,5,,,,,4,3,5,4,5,yes,4.6667,4.0,4.5556,"The question captures the passage’s combined feedstock-valorization and performance concept with exact figures, although the answer adds an unrequested diesel-content result."
gpt,WO-2023149795-A1,Q1,gpt-5.4-mini,technical,technical,0,en,5,5,5,5,4,4,5,,,,,5,yes,5.0,4.5,4.8333,"The question is fluent, focused, and directly supported by the passage, with zinc acetate precisely identified as the second medium's protein synthesis stimulator."
gpt,WO-2023149795-A1,Q2,grok-4.3,technical,technical,0,en,5,5,5,5,4,3,5,,,,,5,yes,5.0,4.25,4.75,"The answer is exactly grounded and the query is clear and focused, though its wording closely mirrors the source."
gpt,WO-2023149795-A1,Q3,gpt-5-mini,technical,technical,0,en,5,5,5,5,4,3,5,,,,,5,yes,5.0,4.25,4.75,"This is a grammatical, single-fact query whose answer is directly stated, although it uses much of the passage's original phrasing."
gpt,WO-2023149795-A1,Q4,sonnet-4.6,technical,technical,0,en,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,The added cultivation context makes the focused query more document-specific while retaining a fully supported and precise answer.
gpt,WO-2023149795-A1,Q5,gemini-3.5-flash,technical,technical,0,en,5,5,5,5,4,5,5,,,,,5,yes,5.0,4.75,4.9167,"The question provides a concise and natural paraphrase of the relevant fact, and zinc acetate is fully supported as the requested chemical."
gpt,WO-2023149795-A1,Q6,qwen3.6-35b-a3b,technical,technical,0,en,5,5,5,5,5,4,5,,,,,5,yes,5.0,4.75,4.9167,"The query asks one specific processing fact, and the answer reproduces the stated re-grinding temperature of -55°C exactly."
gpt,WO-2025054647-A1,Q1,sonnet-4.6,semantic,semantic,0,es,5,5,5,,,,,4,4,4,4,5,yes,5.0,4.0,4.6667,"La pregunta reformula con fluidez las propiedades mecánicas y de transporte de la matriz, y la respuesta reproduce fielmente todos los valores y rangos pertinentes."
gpt,WO-2025054647-A1,Q2,qwen3.6-35b-a3b,semantic,semantic,0,es,4,4,5,,,,,4,4,4,4,4,no,4.3333,4.0,4.1111,"Aunque las cifras son exactas y la consulta resulta plausible, equipara de manera imprecisa el coeficiente de difusión con la permeabilidad y afirma una garantía de estabilidad no expresada en el pasaje."
gpt,WO-2025054647-A1,Q3,gpt-5-mini,semantic,semantic,0,es,5,5,5,,,,,4,2,3,5,4,yes,5.0,3.5,4.1667,"La pregunta es específica y recuperable, y su respuesta cubre fielmente la incorporación, la distribución homogénea y las propiedades cuantitativas de la matriz, aunque permanece bastante próxima al texto fuente."
gpt,WO-2025054647-A1,Q4,gpt-5.4-mini,semantic,semantic,0,es,5,5,5,,,,,2,4,3,2,4,no,5.0,2.75,3.9167,"La respuesta está respaldada y conserva las cifras, pero la referencia vaga a «un sistema de este tipo» hace que la consulta sea poco autónoma y escasamente discriminativa."
gpt,WO-2025054647-A1,Q5,grok-4.3,semantic,semantic,0,es,5,5,5,,,,,4,4,4,4,3,yes,5.0,4.0,4.0,"La consulta ofrece una buena reformulación conceptual de las propiedades de transporte y estabilidad, con una respuesta exacta, aunque contiene la errata «termquímico»."
gpt,WO-2025054647-A1,Q6,gemini-3.5-flash,semantic,semantic,0,es,3,4,5,,,,,4,5,5,3,5,no,4.0,4.25,4.4167,"La formulación tiene buena distancia léxica y plantea un problema conceptual, pero el pasaje solo especifica propiedades de la matriz y no explica cómo se resuelven tensiones ni cómo se asegura la permeabilidad."
gpt,WO-2025177605-A1,Q1,grok-4.3,technical,technical,0,fr,5,5,5,4,3,4,5,,,,,5,yes,5.0,4.0,4.6667,"La réponse reproduit exactement le seuil minimal d’aluminium, et la question est claire et ciblée, quoique peu spécifique à la cornue concernée."
gpt,WO-2025177605-A1,Q2,sonnet-4.6,technical,technical,0,fr,5,5,5,4,5,4,5,,,,,5,yes,5.0,4.5,4.8333,"La teneur minimale de 90,0 % en poids de Ni est fidèlement restituée dans une question précise qui identifie le matériau de base de la cornue."
gpt,WO-2025177605-A1,Q3,gpt-5-mini,technical,technical,0,fr,5,5,5,3,3,4,5,,,,,4,no,5.0,3.75,4.25,"Bien que la réponse soit exacte, la formulation demande un pourcentage apparemment fixe sans préciser qu’il s’agit d’une teneur minimale, ce qui la rend potentiellement trompeuse."
gpt,WO-2025177605-A1,Q4,qwen3.6-35b-a3b,technical,technical,0,fr,5,5,5,5,4,4,5,,,,,5,yes,5.0,4.5,4.8333,La question demande clairement une seule méthode de soudage et la réponse « soudage au plasma » est directement étayée par le passage.
gpt,WO-2025177605-A1,Q5,gpt-5.4-mini,technical,technical,0,fr,5,5,5,3,4,2,5,,,,,3,no,5.0,3.5,3.8333,"La réponse est fidèle, mais l’expression « joindre la partie de jonction » est redondante et maladroite, et la formulation reprend de près celle du passage."
gpt,WO-2025177605-A1,Q6,gemini-3.5-flash,technical,technical,0,fr,5,5,5,5,4,5,5,,,,,5,yes,5.0,4.75,4.9167,"Cette paraphrase naturelle et concise cible une seule caractéristique technique, avec une réponse directement confirmée par le procédé décrit."
gpt,WO-2025187661-A8,Q1,grok-4.3,semantic,semantic,0,es,5,4,5,,,,,5,2,4,5,4,no,4.6667,4.0,4.2222,"La pregunta es específica y fiel al pasaje, pero la respuesta repite que la composición evita las rebabas sin explicar cómo lo consigue."
gpt,WO-2025187661-A8,Q2,qwen3.6-35b-a3b,semantic,semantic,0,es,4,3,5,,,,,4,5,5,4,5,no,4.0,4.5,4.5,"Aunque está muy bien parafraseada, introduce «exudaciones» y la respuesta solo enuncia el efecto inhibidor, no el enfoque solicitado."
